traj_id,t,step,x,y,theta,v,omega
10,1.1000,11,1.288151,0.816761,1.589225,0.500000,0.029248
10,1.2000,12,1.287156,0.866752,1.592150,0.500000,-0.138887
10,1.3000,13,1.286436,0.916746,1.578261,0.477518,0.001987
10,1.4000,14,1.286075,0.964496,1.578460,0.500000,0.080673
10,1.5000,15,1.285490,1.014493,1.586527,0.500000,0.129052
10,1.6000,16,1.284381,1.064480,1.599432,0.451929,0.105754
10,1.7000,17,1.282848,1.109647,1.610008,0.479051,0.111840
10,1.8000,18,1.280703,1.157504,1.621192,0.500000,0.032947
10,1.9000,19,1.278102,1.207436,1.624486,0.489136,-0.005362
10,2.0000,20,1.275490,1.256280,1.623950,0.462624,0.081422
10,2.1000,21,1.272844,1.302466,1.632092,0.493299,-0.304669
10,2.2000,22,1.270573,1.351742,1.601625,0.500000,0.205748
10,2.3000,23,1.268517,1.401699,1.622200,0.482477,0.118042
10,2.4000,24,1.265754,1.449867,1.634004,0.484968,-0.257111
10,2.5000,25,1.263313,1.498301,1.608293,0.492780,0.071995
10,2.6000,26,1.261289,1.547537,1.615493,0.500000,0.041794
10,2.7000,27,1.258950,1.597483,1.619672,0.500000,0.050038
10,2.8000,28,1.256382,1.647417,1.624676,0.495662,-0.039092
10,2.9000,29,1.253810,1.696916,1.620767,0.494633,0.000532
10,3.0000,30,1.251338,1.746317,1.620820,0.493873,-0.068905
10,3.1000,31,1.249038,1.795651,1.613929,0.488973,0.074334
10,3.2000,32,1.246748,1.844495,1.621363,0.500000,0.048372
10,3.3000,33,1.244100,1.894424,1.626200,0.496238,0.100621
10,3.4000,34,1.241103,1.943957,1.636262,0.500000,0.090787
10,3.5000,35,1.237606,1.993835,1.645341,0.465001,-0.049419
10,3.6000,36,1.234257,2.040214,1.640399,0.500000,0.055033
10,3.7000,37,1.230643,2.090083,1.645902,0.500000,0.016049
10,3.8000,38,1.226851,2.139939,1.647507,0.482902,0.095940
10,3.9000,39,1.222919,2.188069,1.657101,0.472666,0.038849
10,4.0000,40,1.218753,2.235151,1.660986,0.499406,-0.228959
10,4.1000,41,1.214825,2.284936,1.638090,0.492034,0.087593
10,4.2000,42,1.211302,2.334013,1.646849,0.488091,-0.180490
10,4.3000,43,1.208033,2.382712,1.628800,0.494213,-0.098552
10,4.4000,44,1.205411,2.432063,1.618945,0.474982,0.055902
10,4.5000,45,1.202992,2.479500,1.624535,0.500000,-0.051780
10,4.6000,46,1.200436,2.529434,1.619357,0.500000,-0.017162
10,4.7000,47,1.198051,2.579378,1.617641,0.497963,0.045100
10,4.8000,48,1.195607,2.629114,1.622151,0.500000,0.078497
10,4.9000,49,1.192845,2.679037,1.630001,0.480013,0.062962
10,5.0000,50,1.189854,2.726945,1.636297,0.495575,-0.051249
10,5.1000,51,1.186737,2.776405,1.631172,0.483202,0.005058
10,5.2000,52,1.183809,2.824636,1.631678,0.498795,-0.033225
10,5.3000,53,1.180857,2.874428,1.628355,0.472166,-0.154105
10,5.4000,54,1.178504,2.921586,1.612945,0.500000,0.078454
10,5.5000,55,1.176201,2.971532,1.620790,0.500000,0.030926
10,5.6000,56,1.173625,3.021466,1.623883,0.500000,0.165714
10,5.7000,57,1.170559,3.071371,1.640454,0.498778,0.012765
10,5.8000,58,1.167055,3.121126,1.641731,0.491403,0.175320
10,5.9000,59,1.163143,3.170109,1.659263,0.469724,-0.055803
10,6.0000,60,1.159123,3.216910,1.653682,0.500000,-0.062088
11,0.0000,0,1.608933,3.551417,-2.998152,0.179857,2.000000
11,0.1000,1,1.591506,3.547089,-2.798152,0.209674,2.000000
11,0.2000,2,1.572599,3.538108,-2.598152,0.292942,2.000000
11,0.3000,3,1.549201,3.520562,-2.398152,0.320832,2.000000
11,0.4000,4,1.527905,3.496638,-2.198152,0.444498,1.562712
11,0.5000,5,1.504724,3.458764,-2.041881,0.433227,1.354602
11,0.6000,6,1.487733,3.418948,-1.906421,0.422780,1.463425
11,0.7000,7,1.476774,3.378154,-1.760078,0.449286,0.969363
11,0.8000,8,1.470471,3.333688,-1.663142,0.500000,0.496966
11,0.9000,9,1.467099,3.283807,-1.613446,0.455182,0.236939
11,1.0000,10,1.465697,3.238311,-1.589752,0.481023,0.295616
11,1.1000,11,1.465496,3.190211,-1.560190,0.500000,0.089495
11,1.2000,12,1.466250,3.140217,-1.551241,0.497886,0.083412
11,1.3000,13,1.467431,3.090443,-1.542899,0.500000,-0.102435
11,1.4000,14,1.468570,3.040456,-1.553143,0.485710,-0.143121
11,1.5000,15,1.469080,2.991888,-1.567455,0.500000,-0.359346
11,1.6000,16,1.468348,2.941896,-1.603390,0.485242,-0.161008
11,1.7000,17,1.466377,2.893412,-1.619490,0.500000,-0.371802
11,1.8000,18,1.463015,2.843528,-1.656671,0.455074,-0.231448
11,1.9000,19,1.458588,2.798238,-1.679815,0.478862,-0.204066
11,2.0000,20,1.452892,2.750692,-1.700222,0.489709,-0.040418
11,2.1000,21,1.446474,2.702144,-1.704264,0.498984,-0.195392
11,2.2000,22,1.439351,2.652757,-1.723803,0.472897,-0.546696
11,2.3000,23,1.430870,2.606240,-1.778473,0.500000,-0.110727
11,2.4000,24,1.420290,2.557373,-1.789545,0.500000,-0.160268
11,2.5000,25,1.409049,2.508653,-1.805572,0.474046,-0.214194
11,2.6000,26,1.397529,2.462671,-1.826992,0.500000,0.089978
11,2.7000,27,1.385076,2.414246,-1.817994,0.482471,-0.034075
11,2.8000,28,1.373191,2.367486,-1.821401,0.485344,-0.141456
11,2.9000,29,1.360823,2.320555,-1.835547,0.500000,0.192682
11,3.0000,30,1.348205,2.272174,-1.816279,0.494445,0.022719
11,3.1000,31,1.336243,2.224198,-1.814007,0.493106,0.407115
11,3.2000,32,1.325346,2.176110,-1.773295,0.500000,0.297535
11,3.3000,33,1.316020,2.126989,-1.743542,0.481027,0.084192
11,3.4000,34,1.307951,2.079568,-1.735123,0.464539,0.328354
11,3.5000,35,1.301106,2.033624,-1.702287,0.493274,0.556793
11,3.6000,36,1.296003,1.984567,-1.646608,0.474512,0.559228
11,3.7000,37,1.293733,1.937177,-1.590685,0.438598,0.883288
11,3.8000,38,1.294798,1.893344,-1.502356,0.451892,1.024294
11,3.9000,39,1.300189,1.848498,-1.399927,0.442838,1.009079
11,4.0000,40,1.309907,1.805312,-1.299019,0.464875,0.763189
11,4.1000,41,1.324082,1.761051,-1.222700,0.486657,0.634796
11,4.2000,42,1.342122,1.715861,-1.159221,0.445190,0.556152
11,4.3000,43,1.361057,1.675576,-1.103605,0.500000,0.397635
11,4.4000,44,1.384458,1.631394,-1.063842,0.454093,0.454877
11,4.5000,45,1.407400,1.592211,-1.018354,0.484097,0.308759
11,4.6000,46,1.433436,1.551401,-0.987478,0.479231,0.330327
11,4.7000,47,1.460488,1.511845,-0.954446,0.488203,0.313939
11,4.8000,48,1.489329,1.472458,-0.923052,0.500000,0.245611
11,4.9000,49,1.519985,1.432960,-0.898491,0.500000,0.288677
11,5.0000,50,1.551685,1.394296,-0.869623,0.500000,-0.280960
11,5.1000,51,1.583400,1.355643,-0.897719,0.492666,-0.115742
11,5.2000,52,1.613889,1.316944,-0.909293,0.486148,0.118784
11,5.3000,53,1.643980,1.278762,-0.897415,0.495964,-0.060127
11,5.4000,54,1.674794,1.239899,-0.903427,0.500000,-0.155013
11,5.5000,55,1.705434,1.200388,-0.918929,0.498063,0.093787
12,0.0000,0,0.398630,2.214160,-0.012579,0.436858,1.184609
12,0.1000,1,0.442242,2.216196,0.105882,0.439050,1.187020
12,0.2000,2,0.485524,2.223413,0.224584,0.447273,0.796290
12,0.3000,3,0.528686,2.235099,0.304213,0.500000,0.968368
12,0.4000,4,0.575591,2.252361,0.401050,0.487266,0.481523
12,0.5000,5,0.619976,2.272455,0.449202,0.443037,0.584445
12,0.6000,6,0.659299,2.292849,0.507647,0.500000,0.060923
12,0.7000,7,0.702920,2.317288,0.513739,0.500000,0.269849
12,0.8000,8,0.746128,2.342444,0.540724,0.492448,0.051876
12,0.9000,9,0.788282,2.367903,0.545912,0.500000,0.076967
12,1.0000,10,0.830914,2.394027,0.553608,0.500000,0.112881
12,1.1000,11,0.873297,2.420554,0.564896,0.500000,-0.010705
12,1.2000,12,0.915543,2.447298,0.563826,0.500000,-0.263322
12,1.3000,13,0.958151,2.473460,0.537494,0.477161,-0.033207
12,1.4000,14,0.999179,2.497822,0.534173,0.500000,-0.092450
12,1.5000,15,1.042331,2.523079,0.524928,0.500000,-0.212293
12,1.6000,16,1.085862,2.547675,0.503699,0.500000,-0.231597
12,1.7000,17,1.129927,2.571299,0.480539,0.500000,-0.000656
12,1.8000,18,1.174265,2.594411,0.480473,0.486005,0.088370
12,1.9000,19,1.217263,2.617064,0.489310,0.500000,-0.006711
12,2.0000,20,1.261404,2.640550,0.488639,0.494757,-0.298621
12,2.1000,21,1.305430,2.663120,0.458777,0.485522,-0.057375
12,2.2000,22,1.349023,2.684496,0.453040,0.493765,-0.055824
13,0.0000,0,3.796963,1.254120,-3.969418,0.348970,2.000000
13,0.1000,1,3.770951,1.277296,-3.769418,0.368482,1.916657
13,0.2000,2,3.739244,1.295959,-3.577752,0.404594,1.764252
13,0.3000,3,3.701259,1.309736,-3.401327,0.420833,1.554758
13,0.4000,4,3.659912,1.317346,-3.245851,0.450193,1.047827
13,0.5000,5,3.614974,1.319679,-3.141069,0.500000,0.853731
13,0.6000,6,3.565036,1.317519,-3.055696,0.444095,0.641854
13,0.7000,7,3.520942,1.312293,-2.991510,0.467244,0.256123
13,0.8000,8,3.474838,1.304715,-2.965898,0.477350,0.340910
13,0.9000,9,3.427989,1.295572,-2.931807,0.476683,0.021893
13,1.0000,10,3.381377,1.285594,-2.929618,0.492095,0.128496
13,1.1000,11,3.333337,1.274932,-2.916768,0.486063,-0.146045
13,1.2000,12,3.285876,1.264443,-2.931373,0.456446,-0.127585
13,1.3000,13,3.241177,1.255203,-2.944131,0.500000,0.018115
13,1.4000,14,3.192157,1.245349,-2.942319,0.500000,-0.166729
13,1.5000,15,3.143067,1.235860,-2.958992,0.500000,-0.040407
13,1.6000,16,3.093880,1.226880,-2.963033,0.480822,-0.176044
13,1.7000,17,3.046489,1.218757,-2.980638,0.460689,-0.149407
13,1.8000,18,3.000962,1.211714,-2.995578,0.489036,-0.336053
13,1.9000,19,2.952469,1.205413,-3.029184,0.500000,-0.279333
13,2.0000,20,2.902712,1.200499,-3.057117,0.482102,0.036116
13,2.1000,21,2.854682,1.196345,-3.053505,0.478299,-0.205332
13,2.2000,22,2.806997,1.192626,-3.074038,0.485953,-0.019272
13,2.3000,23,2.758510,1.189393,-3.075966,0.462899,0.027187
13,2.4000,24,2.712324,1.186294,-3.073247,0.494659,-0.140561
13,2.5000,25,2.662951,1.183263,-3.087303,0.481831,-0.091218
13,2.6000,26,2.614828,1.180868,-3.096425,0.500000,-0.030366
13,2.7000,27,2.564875,1.178686,-3.099461,0.481286,-0.074387
13,2.8000,28,2.516782,1.176838,-3.106900,0.500000,-0.005709
13,2.9000,29,2.466812,1.175118,-3.107471,0.494853,0.055996
13,3.0000,30,2.417360,1.173291,-3.101871,0.500000,-0.118900
13,3.1000,31,2.367389,1.171603,-3.113761,0.461672,0.077332
13,3.2000,32,2.321245,1.170140,-3.106028,0.500000,-0.064859
13,3.3000,33,2.271272,1.168524,-3.112514,0.497107,0.178110
13,3.4000,34,2.221597,1.166636,-3.094703,0.500000,0.011590
13,3.5000,35,2.171654,1.164264,-3.093544,0.500000,0.080156
13,3.6000,36,2.121722,1.161662,-3.085529,0.488874,-0.217834
13,3.7000,37,2.072885,1.159454,-3.107312,0.481743,0.078243
14,0.0000,0,2.018825,0.229931,1.767922,0.208951,2.000000
14,0.1000,1,2.012718,0.249877,1.967922,0.258882,2.000000
14,0.2000,2,2.000392,0.272594,2.167922,0.304389,2.000000
14,0.3000,3,1.980882,0.295892,2.367922,0.347443,2.000000
14,0.4000,4,1.953773,0.317531,2.567922,0.403770,1.562798
14,0.5000,5,1.918289,0.336711,2.724202,0.415498,1.243438
14,0.6000,6,1.879359,0.351153,2.848546,0.451841,0.950955
14,0.7000,7,1.835546,0.362130,2.943641,0.455971,0.813523
14,0.8000,8,1.790524,0.369270,3.024994,0.454215,0.496518
14,0.9000,9,1.745298,0.373432,3.074645,0.500000,0.326887
14,1.0000,10,1.695364,0.375961,3.107334,0.479881,0.133739
14,1.1000,11,1.647395,0.377284,3.120708,0.500000,0.243453
14,1.2000,12,1.597398,0.377720,3.145053,0.500000,0.002752
14,1.3000,13,1.547398,0.377540,3.145329,0.489681,-0.138153
14,1.4000,14,1.498431,0.377695,3.131513,0.485290,-0.109367
14,1.5000,15,1.449908,0.378449,3.120576,0.500000,-0.149965
14,1.6000,16,1.399929,0.379875,3.105580,0.500000,-0.221247
14,1.7000,17,1.349985,0.382228,3.083455,0.500000,-0.215634
14,1.8000,18,1.300105,0.385671,3.061892,0.464785,-0.330478
14,1.9000,19,1.253843,0.390136,3.028844,0.466166,-0.141801
14,2.0000,20,1.207562,0.395709,3.014664,0.486450,-0.126574
14,2.1000,21,1.159348,0.402172,3.002007,0.500000,-0.362941
14,2.2000,22,1.109971,0.410026,2.965712,0.464452,-0.355012
14,2.3000,23,1.064397,0.418963,2.930211,0.500000,-0.192369
14,2.4000,24,1.015613,0.429923,2.910974,0.469902,-0.131086
14,2.5000,25,0.969939,0.440963,2.897866,0.500000,0.096908
14,2.6000,26,0.921359,0.452794,2.907556,0.490303,-0.045816
14,2.7000,27,0.873691,0.464274,2.902975,0.500000,-0.202403
14,2.8000,28,0.825231,0.476582,2.882735,0.489336,-0.028354
14,2.9000,29,0.777946,0.489175,2.879899,0.500000,-0.010571
14,3.0000,30,0.729655,0.502137,2.878842,0.471882,0.097676
14,3.1000,31,0.684027,0.514171,2.888610,0.487053,-0.071052
14,3.2000,32,0.636916,0.526529,2.881504,0.475197,0.063522
15,0.0000,0,0.680444,2.624812,-0.609338,0.430347,1.630934
15,0.1000,1,0.717581,2.603163,-0.446245,0.454748,1.394728
15,0.2000,2,0.759836,2.586456,-0.306772,0.461050,1.258772
15,0.3000,3,0.804548,2.575333,-0.180895,0.462862,1.196147
15,0.4000,4,0.850468,2.569745,-0.061280,0.481142,0.916141
15,0.5000,5,0.898559,2.569001,0.030334,0.452935,0.584206
15,0.6000,6,0.943766,2.571696,0.088755,0.500000,0.449092
15,0.7000,7,0.993453,2.577244,0.133664,0.500000,0.318305
15,0.8000,8,1.042893,2.584695,0.165495,0.485749,0.063926
15,0.9000,9,1.090778,2.592851,0.171887,0.476309,0.314541
15,1.0000,10,1.137571,2.601734,0.203341,0.498416,-0.110278
15,1.1000,11,1.186440,2.611530,0.192314,0.481890,0.060535
15,1.2000,12,1.233713,2.620883,0.198367,0.480628,-0.166156
15,1.3000,13,1.280910,2.629963,0.181752,0.477081,-0.246979
15,1.4000,14,1.327934,2.638006,0.157054,0.500000,-0.123255
15,1.5000,15,1.377365,2.645522,0.144728,0.492982,-0.181356
15,1.6000,16,1.426210,2.652189,0.126593,0.500000,-0.105919
15,1.7000,17,1.475842,2.658239,0.116001,0.500000,-0.102332
15,1.8000,18,1.525535,2.663772,0.105767,0.492311,-0.164613
15,1.9000,19,1.574532,2.668566,0.089306,0.464937,-0.144719
15,2.0000,20,1.620868,2.672378,0.074834,0.500000,-0.196120
15,2.1000,21,1.670762,2.675627,0.055222,0.500000,0.003840
15,2.2000,22,1.720685,2.678396,0.055606,0.500000,0.232588
15,2.3000,23,1.770571,2.681755,0.078865,0.491673,-0.186650
15,2.4000,24,1.819619,2.685171,0.060200,0.500000,-0.039288
15,2.5000,25,1.869534,2.688081,0.056271,0.500000,0.017994
15,2.6000,26,1.919452,2.690938,0.058071,0.485807,-0.162645
15,2.7000,27,1.967972,2.693363,0.041806,0.500000,-0.341795
15,2.8000,28,2.017954,2.694599,0.007627,0.462978,-0.792602
15,2.9000,29,2.064216,2.693118,-0.071634,0.450151,-0.606857
15,3.0000,30,2.108990,2.688536,-0.132319,0.474730,-0.931338
15,3.1000,31,2.155689,2.680092,-0.225453,0.468600,-0.909993
15,3.2000,32,2.200824,2.667554,-0.316452,0.478043,-0.734359
15,3.3000,33,2.245668,2.651024,-0.389888,0.474999,-0.598057
15,3.4000,34,2.289037,2.631667,-0.449694,0.492189,-0.530419
15,3.5000,35,2.332774,2.609107,-0.502736,0.500000,-0.255588
15,3.6000,36,2.376275,2.584458,-0.528295,0.500000,-0.523258
15,3.7000,37,2.418780,2.558137,-0.580621,0.500000,-0.499459
15,3.8000,38,2.459883,2.529678,-0.630567,0.479134,-0.417109
15,3.9000,39,2.497983,2.500629,-0.672277,0.500000,-0.105032
15,4.0000,40,2.536939,2.469286,-0.682781,0.500000,-0.062799
15,4.1000,41,2.575630,2.437617,-0.689061,0.500000,-0.236770
15,4.2000,42,2.613843,2.405372,-0.712738,0.500000,-0.035306
15,4.3000,43,2.651613,2.372610,-0.716268,0.497435,0.131434
15,4.4000,44,2.689347,2.340197,-0.703125,0.483157,-0.176804
15,4.5000,45,2.725925,2.308632,-0.720805,0.500000,0.113062
16,0.0000,0,2.779043,3.152715,-4.081519,0.273473,2.000000
16,0.1000,1,2.760819,3.173044,-3.881519,0.366507,2.000000
16,0.2000,2,2.731469,3.194893,-3.681519,0.390261,1.630451
16,0.3000,3,2.696510,3.212144,-3.518474,0.403110,1.474711
16,0.4000,4,2.658072,3.224167,-3.371002,0.443956,1.190730
16,0.5000,5,2.614342,3.231668,-3.251929,0.438449,1.072367
16,0.6000,6,2.570588,3.234152,-3.144693,0.486524,0.843261
16,0.7000,7,2.521987,3.232252,-3.060367,0.500000,0.725317
16,0.8000,8,2.472343,3.226393,-2.987835,0.500000,0.385061
16,0.9000,9,2.423092,3.217786,-2.949329,0.492261,0.142028
16,1.0000,10,2.374842,3.208037,-2.935126,0.500000,-0.106566
16,1.1000,11,2.325850,3.198047,-2.945783,0.481388,-0.037010
16,1.2000,12,2.278614,3.188769,-2.949484,0.500000,-0.098573
16,1.3000,13,2.229487,3.179464,-2.959341,0.481175,-0.184507
16,1.4000,14,2.182089,3.171180,-2.977792,0.500000,-0.253145
16,1.5000,15,2.132660,3.163652,-3.003106,0.492775,-0.245645
16,1.6000,16,2.083776,3.157450,-3.027671,0.500000,-0.125269
16,1.7000,17,2.034066,3.152077,-3.040198,0.470957,-0.388369
16,1.8000,18,1.987131,3.148221,-3.079035,0.500000,-0.197454
16,1.9000,19,1.937201,3.145588,-3.098780,0.500000,-0.124949
16,2.0000,20,1.887235,3.143760,-3.111275,0.500000,-0.299695
16,2.1000,21,1.837243,3.142994,-3.141244,0.488854,-0.043522
16,2.2000,22,1.788358,3.143083,-3.145596,0.500000,-0.150270
16,2.3000,23,1.738361,3.143659,-3.160623,0.489452,-0.069706
16,2.4000,24,1.689429,3.144761,-3.167594,0.500000,0.088500
16,2.5000,25,1.639441,3.145840,-3.158744,0.494488,-0.007300
16,2.6000,26,1.589999,3.146706,-3.159474,0.458101,-0.086605
16,2.7000,27,1.544201,3.147723,-3.168135,0.500000,-0.118992
16,2.8000,28,1.494227,3.149347,-3.180034,0.500000,0.069213
16,2.9000,29,1.444258,3.151096,-3.173113,0.460338,0.245460
16,3.0000,30,1.398234,3.151982,-3.148567,0.500000,-0.002762
16,3.1000,31,1.348235,3.152338,-3.148843,0.500000,0.017188
16,3.2000,32,1.298236,3.152657,-3.147124,0.500000,0.069295
16,3.3000,33,1.248236,3.152761,-3.140194,0.495324,0.089918
16,3.4000,34,1.198705,3.152469,-3.131203,0.500000,-0.031191
16,3.5000,35,1.148707,3.152027,-3.134322,0.500000,-0.015505
17,0.0000,0,1.633661,0.701548,0.265225,0.480928,-0.432548
17,0.1000,1,1.680330,0.713147,0.221971,0.500000,-0.327849
17,0.2000,2,1.729275,0.723353,0.189186,0.485232,-0.070336
17,0.3000,3,1.776964,0.732310,0.182152,0.500000,-0.239352
17,0.4000,4,1.826241,0.740778,0.158217,0.473343,-0.121779
17,0.5000,5,1.873028,0.747952,0.146039,0.467651,-0.199988
17,0.6000,6,1.919361,0.754294,0.126040,0.492173,-0.058021
17,0.7000,7,1.968205,0.760339,0.120238,0.488886,-0.030007
17,0.8000,8,2.016750,0.766130,0.117238,0.500000,0.069057
17,0.9000,9,2.066386,0.772150,0.124143,0.500000,0.092044
17,1.0000,10,2.115972,0.778570,0.133348,0.500000,-0.132494
17,1.1000,11,2.165570,0.784889,0.120098,0.473236,0.030442
17,1.2000,12,2.212544,0.790630,0.123143,0.491772,-0.055966
17,1.3000,13,2.261366,0.796534,0.117546,0.500000,0.187265
17,1.4000,14,2.310963,0.802862,0.136272,0.498606,0.036993
17,1.5000,15,2.360349,0.809727,0.139972,0.489038,-0.044711
17,1.6000,16,2.408789,0.816442,0.135501,0.500000,-0.085388
17,1.7000,17,2.458359,0.822985,0.126962,0.496580,0.025188
17,1.8000,18,2.507610,0.829334,0.129481,0.497587,0.177934
17,1.9000,19,2.556892,0.836198,0.147274,0.500000,0.019616
17,2.0000,20,2.606344,0.843583,0.149236,0.500000,-0.047878
17,2.1000,21,2.655805,0.850899,0.144448,0.500000,0.219441
17,2.2000,22,2.705202,0.858639,0.166392,0.488437,0.003686
17,2.3000,23,2.753369,0.866737,0.166760,0.500000,-0.110820
17,2.4000,24,2.802721,0.874763,0.155678,0.500000,-0.036660
17,2.5000,25,2.852130,0.882425,0.152012,0.477661,0.041693
17,2.6000,26,2.899330,0.889757,0.156182,0.483112,0.153626
17,2.7000,27,2.946994,0.897638,0.171544,0.500000,-0.078716
17,2.8000,28,2.996293,0.905979,0.163673,0.500000,-0.037135
17,2.9000,29,3.045640,0.914035,0.159959,0.495935,-0.039015
17,3.0000,30,3.094615,0.921838,0.156058,0.488441,-0.089634
17,3.1000,31,3.142899,0.929213,0.147094,0.500000,-0.232434
17,3.2000,32,3.192440,0.935966,0.123851,0.483928,0.046335
17,3.3000,33,3.240448,0.942056,0.128484,0.500000,0.005245
17,3.4000,34,3.290034,0.948475,0.129009,0.500000,0.017479
17,3.5000,35,3.339613,0.954951,0.130757,0.462656,0.151020
17,3.6000,36,3.385437,0.961330,0.145859,0.500000,-0.072277
17,3.7000,37,3.434931,0.968418,0.138631,0.500000,0.116977
17,3.8000,38,3.484410,0.975617,0.150329,0.487452,0.141386
18,0.0000,0,0.415901,0.344669,0.647600,0.430471,-1.078967
18,0.1000,1,0.451565,0.368738,0.539703,0.431478,-1.020727
18,0.2000,2,0.489646,0.388985,0.437630,0.487133,-0.789310
18,0.3000,3,0.534537,0.407867,0.358699,0.484307,-0.779329
18,0.4000,4,0.580502,0.423086,0.280766,0.444330,-0.632109
18,0.5000,5,0.623556,0.434041,0.217555,0.483684,-0.242876
18,0.6000,6,0.670906,0.443906,0.193268,0.500000,-0.292090
18,0.7000,7,0.720108,0.452792,0.164059,0.486166,-0.307332
18,0.8000,8,0.768187,0.459994,0.133326,0.500000,-0.163916
18,0.9000,9,0.817795,0.466234,0.116934,0.493181,0.146867
18,1.0000,10,0.866733,0.472347,0.131621,0.480299,-0.068254
18,1.1000,11,0.914368,0.478488,0.124795,0.494995,-0.048368
18,1.2000,12,0.963498,0.484531,0.119959,0.471566,0.198431
18,1.3000,13,1.010256,0.490638,0.139802,0.471608,-0.030861
18,1.4000,14,1.056967,0.497138,0.136716,0.500000,-0.022572
18,1.5000,15,1.106508,0.503896,0.134458,0.496059,0.117971
18,1.6000,16,1.155626,0.510836,0.146256,0.494388,0.134096
18,1.7000,17,1.204487,0.518369,0.159665,0.471015,0.087932
18,1.8000,18,1.250956,0.526061,0.168458,0.500000,0.259388
18,1.9000,19,1.300134,0.535083,0.194397,0.488031,0.202451
18,2.0000,20,1.347919,0.544994,0.214642,0.481108,-0.087789
18,2.1000,21,1.394970,0.555036,0.205863,0.459441,-0.038146
18,2.2000,22,1.439962,0.564341,0.202049,0.500000,0.054752
18,2.3000,23,1.488917,0.574509,0.207524,0.500000,0.162943
18,2.4000,24,1.537758,0.585209,0.223818,0.492855,0.016559
18,2.5000,25,1.585805,0.596188,0.225474,0.495642,0.131247
18,2.6000,26,1.634041,0.607586,0.238599,0.492314,-0.009525
18,2.7000,27,1.681883,0.619198,0.237646,0.485282,0.114937
18,2.8000,28,1.728981,0.630894,0.249140,0.492896,-0.119767
18,2.9000,29,1.776820,0.642761,0.237163,0.469544,0.060098
18,3.0000,30,1.822427,0.653929,0.243173,0.488016,-0.068238
18,3.1000,31,1.869832,0.665518,0.236349,0.491675,-0.072511
18,3.2000,32,1.917674,0.676858,0.229098,0.460277,-0.120964
18,3.3000,33,1.962561,0.687039,0.217002,0.478319,0.203249
18,3.4000,34,2.009164,0.697812,0.237327,0.500000,-0.025741
18,3.5000,35,2.057777,0.709504,0.234753,0.500000,0.056373
18,3.6000,36,2.106373,0.721271,0.240390,0.472749,-0.222910
18,3.7000,37,2.152410,0.732014,0.218099,0.500000,-0.050337
18,3.8000,38,2.201253,0.742710,0.213065,0.500000,-0.112873
18,3.9000,39,2.250181,0.753007,0.201778,0.500000,-0.033356
18,4.0000,40,2.299183,0.762946,0.198442,0.500000,0.163092
18,4.1000,41,2.348119,0.773202,0.214752,0.488280,0.038329
18,4.2000,42,2.395805,0.783699,0.218585,0.500000,0.117037
18,4.3000,43,2.444551,0.794827,0.230288,0.500000,-0.017397
18,4.4000,44,2.493241,0.806197,0.228549,0.500000,0.064385
18,4.5000,45,2.541904,0.817682,0.234987,0.500000,-0.072666
18,4.6000,46,2.590572,0.829147,0.227721,0.490331,-0.208550
18,4.7000,47,2.638451,0.839718,0.206866,0.496511,0.165147
18,4.8000,48,2.686957,0.850316,0.223380,0.490174,-0.126031
18,4.9000,49,2.734824,0.860874,0.210777,0.495150,-0.051747
18,5.0000,50,2.783269,0.871108,0.205603,0.488809,0.050454
18,5.1000,51,2.831095,0.881208,0.210648,0.500000,0.095524
18,5.2000,52,2.879940,0.891896,0.220200,0.500000,-0.027482
